BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO
CIDADE TIRADENTES,Motorola,QUARTA,MANHA,15,MULHER
JARDIM SAO RAFAEL,Samsung,SEGUNDA,TARDE,32,MULHER
CANINDE,Samsung,SEGUNDA,TARDE,81,MULHER
VILA SABRINA,Outros,DOMINGO,TARDE,27,HOMEM
BARRA FUNDA,Apple,TERCA,MANHA,32,HOMEM
ITAIM BIBI,Samsung,QUINTA,NOITE,48,MULHER
BELA VISTA,Samsung,DOMINGO,NOITE,47,HOMEM
RESIDENCIAL TAIPAS,Positivo,SEXTA,MANHA,35,MULHER
CAMBUCI,Samsung,TERCA,MANHA,50,HOMEM
SE,Samsung,DOMINGO,NOITE,16,HOMEM
LIBERDADE,Apple,DOMINGO,MANHA,63,HOMEM
VILA MATILDE,Apple,TERCA,NOITE,28,HOMEM
VILA MARIA BAIXA,Motorola,QUARTA,NOITE,34,MULHER
BELA VISTA,Outros,QUINTA,MANHA,84,MULHER
BELA VISTA,Motorola,QUINTA,TARDE,79,MULHER
VILA ANDRADE,Xiaomi,QUARTA,NOITE,38,MULHER
JACANA,Apple,QUINTA,NOITE,81,MULHER
TATUAPE,Motorola,QUINTA,NOITE,37,MULHER
JARDIM PAULISTANO,Apple,QUINTA,MANHA,31,MULHER
PERDIZES,Apple,QUINTA,NOITE,83,MULHER
QUINTA DA PAINEIRA,Samsung,QUINTA,TARDE,56,MULHER
CAPAO REDONDO,Apple,QUARTA,MANHA,33,HOMEM
SAUDE,Samsung,SEXTA,NOITE,25,MULHER
JARDIM RINCAO,Samsung,DOMINGO,NOITE,27,MULHER
BRAS,LG,QUARTA,TARDE,58,MULHER
JARDIM CAMPINAS,Apple,SABADO,MADRUGADA,15,MULHER
MORUMBI,Samsung,QUARTA,MANHA,32,MULHER
JABAQUARA,Samsung,QUARTA,MADRUGADA,38,MULHER
MOOCA,Samsung,QUARTA,NOITE,55,MULHER
VILA PAULISTANIA,Motorola,SEGUNDA,MADRUGADA,27,HOMEM
PENHA,Apple,SEXTA,MANHA,48,HOMEM
CAPAO REDONDO,Motorola,QUARTA,MANHA,20,MULHER
CONSOLACAO,Samsung,SABADO,NOITE,64,HOMEM
JARDIM NOVE DE JULHO,Samsung,SEXTA,TARDE,35,HOMEM
PINHEIROS,Samsung,TERCA,NOITE,19,HOMEM
NOSSA SENHORA DO O,Apple,TERCA,NOITE,23,MULHER
ARICANDUVA,Samsung,SEGUNDA,TARDE,58,MULHER
LIBERDADE,Samsung,DOMINGO,MANHA,18,MULHER
SANTA CECILIA,Samsung,SEXTA,NOITE,45,MULHER
SANTO AMARO,Samsung,QUARTA,MANHA,20,HOMEM
SAO MATEUS,Samsung,QUINTA,NOITE,22,MULHER
IPIRANGA,Samsung,DOMINGO,MADRUGADA,22,MULHER
IGUATEMI,Motorola,QUARTA,MANHA,23,MULHER
AGUA BRANCA,Samsung,QUARTA,NOITE,55,HOMEM
LAPA,Apple,QUARTA,NOITE,46,HOMEM
REPUBLICA,Motorola,SABADO,MADRUGADA,28,HOMEM
ITAIM BIBI,Apple,QUARTA,NOITE,35,MULHER
GRAJAU,Motorola,TERCA,MANHA,23,HOMEM
BROOKLIN NOVO,Samsung,SABADO,NOITE,38,MULHER
PARAISO,Samsung,TERCA,MANHA,34,HOMEM
MOOCA,Motorola,SABADO,TARDE,19,MULHER
LIBERDADE,Xiaomi,SEXTA,TARDE,41,MULHER
NOSSA SENHORA DO O,Motorola,SEGUNDA,MADRUGADA,15,MULHER
SANTA CECILIA,Samsung,TERCA,NOITE,20,MULHER
VILA MARIA BAIXA,Motorola,DOMINGO,TARDE,21,MULHER
JARAGUA,Apple,QUARTA,NOITE,21,HOMEM
JABAQUARA,Apple,SABADO,NOITE,43,MULHER
PACAEMBU,Samsung,SEGUNDA,NOITE,41,HOMEM
JARDIM PAULISTA,Outros,DOMINGO,NOITE,21,HOMEM
ITAIM BIBI,Xiaomi,SABADO,NOITE,37,HOMEM
VILA JACUI,Apple,QUARTA,MANHA,21,MULHER
ARICANDUVA,Xiaomi,DOMINGO,NOITE,49,HOMEM
CIDADE MONCOES,Apple,QUARTA,TARDE,21,HOMEM
CENTRO HISTORICO DE SAO PAULO,Xiaomi,SABADO,MADRUGADA,46,MULHER
SAO LUCAS,Samsung,SEXTA,MADRUGADA,57,HOMEM
PARI,Outros,SABADO,MANHA,22,MULHER
BRASILANDIA,Samsung,QUINTA,MANHA,54,HOMEM
JARDIM MIRIAM,Samsung,SABADO,NOITE,33,HOMEM
JABAQUARA,Motorola,SEXTA,TARDE,38,MULHER
REPUBLICA,Samsung,SABADO,TARDE,57,MULHER
MIRANDOPOLIS,Apple,SABADO,MANHA,16,HOMEM
BARRA FUNDA,Apple,SEGUNDA,TARDE,82,HOMEM
REPUBLICA,Samsung,SABADO,TARDE,34,MULHER
SE,Xiaomi,SABADO,MADRUGADA,25,HOMEM
CHACARA SANTO ANTONIO (ZONA SUL),Apple,QUARTA,TARDE,45,MULHER
SAO MIGUEL,Xiaomi,SEXTA,MADRUGADA,36,MULHER
VILA GUILHERME,Motorola,SEXTA,TARDE,22,HOMEM
JARDIM ORIENTAL,Xiaomi,QUARTA,TARDE,22,MULHER
CIDADE SAO MATEUS,Samsung,QUINTA,MANHA,21,HOMEM
CAMBUCI,Apple,TERCA,TARDE,25,HOMEM
JABAQUARA,Motorola,SABADO,MANHA,80,MULHER
BOM RETIRO,Motorola,DOMINGO,MADRUGADA,44,HOMEM
PEDREIRA,Samsung,SEGUNDA,MANHA,53,HOMEM
VILA PRUDENTE,Samsung,QUINTA,NOITE,16,HOMEM
BOM RETIRO,Apple,QUINTA,TARDE,36,HOMEM
VILA RIO BRANCO,Apple,QUARTA,TARDE,54,HOMEM
PARQUE DO CARMO,Motorola,QUARTA,NOITE,54,HOMEM
PINHEIROS,Apple,SEXTA,NOITE,30,HOMEM
JARDIM COLINA,Samsung,QUARTA,NOITE,38,HOMEM
PARQUE DO MORUMBI,Xiaomi,TERCA,NOITE,21,MULHER
JABAQUARA,Apple,SEXTA,NOITE,22,HOMEM
LAPA,Samsung,SEXTA,NOITE,37,MULHER
BARRA FUNDA,Apple,TERCA,NOITE,55,HOMEM
CASA VERDE,Apple,SABADO,MANHA,65,MULHER
VILA GUILHERME,Samsung,SABADO,TARDE,27,MULHER
IPIRANGA,Apple,SEGUNDA,TARDE,51,MULHER
SAO RAFAEL,Motorola,QUARTA,MADRUGADA,33,MULHER
CAPAO REDONDO,Motorola,SEXTA,TARDE,64,MULHER
INTERLAGOS,Motorola,QUARTA,MANHA,15,HOMEM
PARQUE ARTUR ALVIM,Apple,SEXTA,NOITE,32,MULHER
LAPA,Outros,SEGUNDA,TARDE,22,MULHER
JARDIM SAO LUIS,Outros,QUARTA,MANHA,22,HOMEM
SAUDE,Apple,SEGUNDA,TARDE,20,MULHER
TATUAPE,Apple,QUINTA,NOITE,28,MULHER
BUTANTA,Motorola,TERCA,NOITE,33,MULHER
BRASILANDIA,Samsung,QUINTA,NOITE,43,MULHER
CAMPO BELO,Samsung,SEXTA,NOITE,47,MULHER
REPUBLICA,Xiaomi,SABADO,MANHA,23,MULHER
SANTA CECILIA,Apple,TERCA,TARDE,50,HOMEM
CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK,Outros,SEGUNDA,MANHA,25,HOMEM
REPUBLICA,Apple,QUARTA,NOITE,23,MULHER
LAPA DE BAIXO,Samsung,QUARTA,NOITE,40,HOMEM
PARQUE DO CARMO,Outros,SEGUNDA,NOITE,50,HOMEM
CAMPO LIMPO,Samsung,QUINTA,TARDE,29,MULHER
PARADA XV DE NOVEMBRO,Motorola,SEGUNDA,MADRUGADA,21,HOMEM
VILA JACUI,Motorola,TERCA,MADRUGADA,55,HOMEM
ITAQUERA,Motorola,TERCA,MANHA,27,MULHER
CAMPO LIMPO,Motorola,SEXTA,MADRUGADA,75,HOMEM
LUZ,Apple,SABADO,MANHA,32,HOMEM
LAJEADO,Motorola,SEGUNDA,NOITE,46,MULHER
SAO MIGUEL,Motorola,SEXTA,TARDE,15,HOMEM
CIDADE TIRADENTES,Samsung,SEXTA,MADRUGADA,15,HOMEM
BELA VISTA,Apple,DOMINGO,MADRUGADA,30,MULHER
VILA NOVA UNIAO,Samsung,SEGUNDA,MADRUGADA,25,HOMEM
JABAQUARA,Outros,DOMINGO,NOITE,55,HOMEM
TATUAPE,Apple,QUARTA,TARDE,20,MULHER
PARQUE BOA ESPERANCA,Xiaomi,TERCA,MANHA,40,HOMEM
ARICANDUVA,Samsung,QUARTA,NOITE,38,HOMEM
MOEMA,Apple,SEXTA,NOITE,36,MULHER
CURSINO,Apple,TERCA,NOITE,58,HOMEM
JARDIM PAULISTANO (ZONA NORTE),Xiaomi,SABADO,TARDE,16,HOMEM
TREMEMBE,Apple,DOMINGO,MADRUGADA,21,HOMEM
SANTA CECILIA,Xiaomi,DOMINGO,NOITE,47,MULHER
ITAIM BIBI,Motorola,SEXTA,NOITE,72,HOMEM
ITAIM BIBI,Apple,QUINTA,TARDE,51,MULHER
CANGAIBA,Samsung,DOMINGO,NOITE,30,HOMEM
JARDIM PAULISTA,Apple,SEXTA,TARDE,76,MULHER
VILA MISSIONARIA,Motorola,QUINTA,NOITE,30,HOMEM
SAO DOMINGOS,Samsung,QUINTA,TARDE,47,HOMEM
ARICANDUVA,Motorola,QUARTA,MANHA,42,HOMEM
VILA REGENTE FEIJO,Samsung,QUARTA,MANHA,23,HOMEM
CAMBUCI,Samsung,SEXTA,NOITE,73,MULHER
PEDREIRA,Apple,QUARTA,MADRUGADA,19,MULHER
PARQUE BOLOGNE,Motorola,TERCA,MADRUGADA,40,HOMEM
ITAIM BIBI,Apple,QUINTA,NOITE,74,MULHER
TREMEMBE,Motorola,TERCA,MADRUGADA,25,MULHER
VILA LEOPOLDINA,Motorola,QUARTA,TARDE,15,MULHER
CAMPO LIMPO,Motorola,QUINTA,MADRUGADA,49,HOMEM
JARDIM UMUARAMA,Samsung,DOMINGO,TARDE,34,MULHER
INTERLAGOS,Motorola,SABADO,MANHA,50,MULHER
LIBERDADE,Apple,QUINTA,MANHA,79,MULHER
SAPOPEMBA,Samsung,SEXTA,NOITE,46,HOMEM
PARQUE COLONIAL,Samsung,QUARTA,NOITE,41,HOMEM
CIDADE DUTRA,Xiaomi,TERCA,NOITE,47,MULHER
MIRANDOPOLIS,Apple,SEXTA,NOITE,32,MULHER
SE,Nokia,QUARTA,MANHA,67,MULHER
PINHEIROS,Samsung,QUINTA,TARDE,31,MULHER
VILA OLIMPIA,Apple,DOMINGO,TARDE,57,HOMEM
VILA SOUZA,Apple,DOMINGO,MANHA,35,MULHER
PINHEIROS,Apple,DOMINGO,NOITE,76,MULHER
PARQUE EDU CHAVES,Samsung,SEGUNDA,MADRUGADA,42,MULHER
LAPA,Apple,DOMINGO,TARDE,20,MULHER
JURUBATUBA,Samsung,SABADO,TARDE,43,MULHER
VILA MARIANA,Apple,SEGUNDA,NOITE,18,HOMEM
VILA HELIOPOLIS,Xiaomi,QUINTA,MADRUGADA,21,HOMEM
VILA MARIANA,Samsung,TERCA,MANHA,61,MULHER
VILA SONIA,Apple,QUINTA,NOITE,61,MULHER
JARDIM ANGELA,Apple,SEXTA,MADRUGADA,25,MULHER
ITAQUERA,Motorola,QUARTA,NOITE,48,MULHER
BELEM,Samsung,SEGUNDA,MANHA,22,MULHER
VILA HELIOPOLIS,Motorola,TERCA,TARDE,28,HOMEM
SE,Samsung,SEGUNDA,TARDE,32,HOMEM
BRASILANDIA,Positivo,SEXTA,NOITE,28,HOMEM
REPUBLICA,Xiaomi,SABADO,TARDE,15,HOMEM
REPUBLICA,Xiaomi,DOMINGO,TARDE,18,MULHER
LIBERDADE,Apple,SEXTA,NOITE,23,MULHER
CENTRO HISTORICO DE SAO PAULO,Motorola,SEGUNDA,MADRUGADA,37,HOMEM
CAPAO REDONDO,Motorola,QUARTA,NOITE,25,HOMEM
JAGUARE,Xiaomi,DOMINGO,MADRUGADA,25,HOMEM
SE,Samsung,QUARTA,TARDE,51,HOMEM
JARDIM DA CONQUISTA,Motorola,SEXTA,TARDE,22,MULHER
TATUAPE,Samsung,SEGUNDA,TARDE,70,HOMEM
CASA VERDE,Apple,QUARTA,NOITE,34,MULHER
INDIANOPOLIS,Apple,SEGUNDA,NOITE,22,HOMEM
ARICANDUVA,Xiaomi,QUINTA,NOITE,18,HOMEM
BOM RETIRO,Apple,QUARTA,NOITE,80,MULHER
GRAJAU,Asus,SEGUNDA,TARDE,54,HOMEM
JARDIM CLIMAX,Samsung,DOMINGO,MADRUGADA,18,HOMEM
BRASILANDIA,Outros,QUARTA,MANHA,27,MULHER
JARDIM PAULISTA,Apple,QUINTA,NOITE,57,HOMEM
MANDAQUI,Samsung,TERCA,NOITE,27,HOMEM
VILA MARIETA,Samsung,SABADO,NOITE,16,HOMEM
CENTRO CAPITAL,Samsung,SEGUNDA,MANHA,18,MULHER
MOOCA,Samsung,QUARTA,NOITE,18,MULHER
SANTA CECILIA,Motorola,QUINTA,NOITE,52,HOMEM
VILA MAZZEI,Asus,SEGUNDA,MADRUGADA,21,HOMEM
LAPA,Motorola,QUARTA,NOITE,33,HOMEM
CAMPO GRANDE,Motorola,QUINTA,MANHA,55,HOMEM
SACOMA,Motorola,TERCA,NOITE,46,MULHER
BARRA FUNDA,Outros,TERCA,NOITE,42,HOMEM
VILA OLIMPIA,Samsung,QUARTA,TARDE,34,HOMEM
VILA HELIOPOLIS,Apple,SEXTA,MANHA,49,MULHER
SAUDE,Apple,SABADO,TARDE,22,HOMEM
CIDADE DUTRA,Samsung,DOMINGO,MADRUGADA,76,MULHER
BELA VISTA,Samsung,QUARTA,NOITE,27,HOMEM
PENHA,Samsung,TERCA,MANHA,46,MULHER
TATUAPE,LG,QUARTA,MANHA,78,HOMEM
CIDADE ADEMAR,Samsung,SEXTA,TARDE,37,MULHER
SANTO AMARO,Motorola,SABADO,TARDE,32,MULHER
JARDIM MACEDONIA,Samsung,QUINTA,NOITE,30,MULHER
CONSOLACAO,Samsung,SEXTA,NOITE,25,HOMEM
VILA NANCY,Outros,TERCA,TARDE,52,HOMEM
SAPOPEMBA,Apple,SABADO,TARDE,31,MULHER
BOM RETIRO,Motorola,SABADO,TARDE,83,HOMEM
AGUA RASA,Samsung,TERCA,MANHA,37,HOMEM
CAMPO BELO,Apple,QUARTA,NOITE,46,HOMEM
VILA MARIANA,Samsung,DOMINGO,TARDE,18,HOMEM
PINHEIROS,Samsung,SEXTA,NOITE,45,MULHER
PERDIZES,Samsung,SEXTA,NOITE,34,HOMEM
PEDREIRA,Motorola,TERCA,NOITE,18,HOMEM
IGUATEMI,Motorola,QUINTA,MADRUGADA,65,MULHER
BELA VISTA,Apple,SEXTA,TARDE,38,HOMEM
IPIRANGA,Xiaomi,DOMINGO,NOITE,53,MULHER
SE,Samsung,QUINTA,NOITE,25,HOMEM
CHACARA DO CONDE,Motorola,QUINTA,NOITE,23,HOMEM
JARDIM ARPOADOR,Apple,QUINTA,NOITE,58,HOMEM
ALTO DE PINHEIROS,Apple,SEXTA,TARDE,16,MULHER
CAMBUCI,Samsung,TERCA,MANHA,28,MULHER
VILA MARIANA,Apple,QUARTA,NOITE,18,MULHER
LAJEADO,Apple,QUARTA,NOITE,75,MULHER
IPIRANGA,Apple,SEXTA,NOITE,48,HOMEM
ITAQUERA,Motorola,QUARTA,NOITE,46,HOMEM
NOSSA SENHORA DO O,Samsung,QUARTA,TARDE,45,MULHER
SAO DOMINGOS,Samsung,SEXTA,NOITE,22,HOMEM
SE,Xiaomi,SABADO,NOITE,71,MULHER
CAPAO REDONDO,Samsung,QUARTA,NOITE,21,MULHER
PARQUE EDU CHAVES,Apple,DOMINGO,MADRUGADA,46,MULHER
CIDADE ADEMAR,Xiaomi,QUINTA,TARDE,54,MULHER
SAO LUCAS,Apple,QUINTA,MADRUGADA,49,MULHER
JARDIM ANGELA,Motorola,QUINTA,TARDE,30,MULHER
PEDREIRA,Samsung,TERCA,MANHA,27,MULHER
PEDREIRA,Motorola,SEXTA,NOITE,23,HOMEM
SANTANA,Samsung,TERCA,NOITE,81,MULHER
CAPAO REDONDO,Outros,SEGUNDA,MANHA,51,HOMEM
REPUBLICA,Motorola,DOMINGO,NOITE,18,HOMEM
CAMPOS ELISEOS,Samsung,SABADO,NOITE,28,HOMEM
VILA ANDRADE,Huawei,QUINTA,TARDE,44,HOMEM
ITAIM BIBI,Samsung,QUARTA,NOITE,37,MULHER
JABAQUARA,Motorola,SEGUNDA,MADRUGADA,29,MULHER
BRAS,Apple,SABADO,TARDE,74,MULHER
MORUMBI,Apple,QUARTA,NOITE,29,MULHER
BELA VISTA,Samsung,SABADO,NOITE,51,MULHER
MORUMBI,Xiaomi,TERCA,NOITE,46,MULHER
JARDIM COLINA,Samsung,SEXTA,NOITE,48,MULHER
JABAQUARA,Samsung,SEXTA,NOITE,19,MULHER
JARDIM ANGELA,Motorola,QUINTA,NOITE,69,MULHER
CAPAO REDONDO,Motorola,TERCA,TARDE,26,HOMEM
VILA MARIANA,Samsung,SEXTA,NOITE,71,HOMEM
REPUBLICA,Xiaomi,SEXTA,MADRUGADA,46,HOMEM
JARAGUA,Outros,SEGUNDA,NOITE,30,MULHER
VILA MARIA,Samsung,SEXTA,MADRUGADA,28,HOMEM
PARQUE NOVO SANTO AMARO,Motorola,QUARTA,MADRUGADA,61,MULHER
JARDIM ANGELA,Samsung,DOMINGO,MANHA,42,HOMEM
JARDIM PAULISTA,Apple,QUARTA,NOITE,22,HOMEM
SUPER QUADRA MORUMBI,Samsung,SEXTA,TARDE,52,MULHER
CAPAO REDONDO,Samsung,QUINTA,TARDE,49,MULHER
SANTANA,Samsung,TERCA,MANHA,16,HOMEM
JD SAO LUIS,Apple,QUARTA,MADRUGADA,19,HOMEM
CENTRO,Xiaomi,SEXTA,NOITE,53,MULHER
SE,Apple,SEXTA,TARDE,31,MULHER
PARQUE FERNANDA,Samsung,DOMINGO,MANHA,37,HOMEM
JARDIM ELIZABETH,Motorola,QUARTA,MANHA,22,HOMEM
SE,Samsung,SABADO,MANHA,26,MULHER
JARDIM CIDADE PIRITUBA,Samsung,SEXTA,TARDE,45,HOMEM
REPUBLICA,Samsung,TERCA,NOITE,36,HOMEM
CENTRO HISTORICO DE SAO PAULO,Samsung,TERCA,NOITE,35,HOMEM
PONTE PEQUENA,Motorola,QUINTA,NOITE,49,HOMEM
BOM RETIRO,Apple,SABADO,NOITE,18,MULHER
CENTRO HISTORICO DE SAO PAULO,Samsung,QUINTA,NOITE,29,MULHER
PONTE RASA,Xiaomi,SABADO,TARDE,16,MULHER
VILA GUILHERME,Motorola,SEGUNDA,MADRUGADA,37,MULHER
ITAIM BIBI,Samsung,SABADO,MANHA,32,MULHER
FAZENDA MORUMBI,Apple,QUARTA,NOITE,64,MULHER
CONSOLACAO,Apple,SABADO,TARDE,28,MULHER
BARRA FUNDA,Samsung,SEXTA,TARDE,26,MULHER
CANGAIBA,Motorola,QUINTA,MANHA,55,MULHER
RIO PEQUENO,Samsung,SEXTA,NOITE,70,HOMEM
BRASILANDIA,Xiaomi,QUINTA,TARDE,16,MULHER
VILA CURUCA,Samsung,DOMINGO,TARDE,21,MULHER
SE,Outros,QUINTA,TARDE,16,HOMEM
GRAJAU,Samsung,QUARTA,MANHA,18,MULHER
CAPAO REDONDO,Samsung,SABADO,NOITE,78,MULHER
CIDADE TIRADENTES,Motorola,SEXTA,NOITE,29,HOMEM
VILA BUARQUE,Motorola,TERCA,NOITE,31,MULHER
VILA ANDRADE,Apple,QUARTA,NOITE,19,MULHER
CAPAO REDONDO,Motorola,SEXTA,MADRUGADA,51,MULHER
CANGAIBA,Motorola,QUARTA,NOITE,40,HOMEM
PARI,Apple,SABADO,MANHA,60,MULHER
SE,Samsung,TERCA,TARDE,37,HOMEM
CANGAIBA,Motorola,QUARTA,MADRUGADA,79,MULHER
BELA VISTA,Apple,DOMINGO,MADRUGADA,33,MULHER
CAPAO REDONDO,Samsung,QUINTA,NOITE,58,MULHER
SANTANA,Samsung,SEGUNDA,MANHA,16,MULHER
JACANA,Apple,SABADO,MADRUGADA,37,HOMEM
CENTRO HISTORICO DE SAO PAULO,Apple,SEXTA,NOITE,22,MULHER
CAMPO LIMPO,Outros,SEGUNDA,NOITE,53,HOMEM
BRAS,Xiaomi,QUINTA,NOITE,21,HOMEM
VILA MATILDE,Samsung,QUINTA,TARDE,28,HOMEM
MOOCA,Apple,QUARTA,MANHA,40,MULHER
VILA BELA,Apple,SABADO,NOITE,47,MULHER
ITAIM PAULISTA,Samsung,QUINTA,MANHA,38,HOMEM
IPIRANGA,Apple,SEGUNDA,TARDE,22,HOMEM
SE,Motorola,QUINTA,MANHA,37,MULHER
IGUATEMI,Motorola,QUARTA,MADRUGADA,54,MULHER
BELEM,Samsung,SEGUNDA,MANHA,41,HOMEM
RAPOSO TAVARES,Samsung,DOMINGO,NOITE,34,MULHER
SAUDE,Apple,TERCA,NOITE,82,MULHER
REPUBLICA,Motorola,QUINTA,MADRUGADA,18,HOMEM
ITAIM BIBI,Apple,QUARTA,TARDE,79,HOMEM
BRAS,Samsung,SABADO,MANHA,27,MULHER
BRAS,Apple,QUINTA,NOITE,34,HOMEM
JARDIM LUZITANIA,Apple,SABADO,NOITE,37,MULHER
JARDIM PRUDENCIA,Apple,DOMINGO,TARDE,56,MULHER
CIDADE DUTRA,Samsung,SABADO,NOITE,35,MULHER
VILA NOVA CONCEICAO,Apple,SEGUNDA,NOITE,33,HOMEM
MOEMA,Apple,SEXTA,TARDE,38,MULHER
JARDIM SANTA ADELIA,Apple,SEXTA,TARDE,18,HOMEM
SAO MATEUS,Xiaomi,QUARTA,NOITE,21,MULHER
CAMPO LIMPO,Motorola,SABADO,MADRUGADA,23,HOMEM
JABAQUARA,LG,TERCA,NOITE,67,MULHER
CAPAO REDONDO,Outros,QUINTA,NOITE,49,MULHER
PEDREIRA,Motorola,QUARTA,NOITE,68,MULHER
FREGUESIA DO O,Apple,SABADO,MADRUGADA,25,MULHER
PENHA,Motorola,QUARTA,NOITE,32,MULHER
REPUBLICA,Samsung,DOMINGO,MADRUGADA,23,MULHER
CIDADE ADEMAR,Motorola,QUINTA,MANHA,57,HOMEM
VILA FORMOSA,Apple,SEGUNDA,NOITE,38,MULHER
PEDREIRA,Motorola,TERCA,NOITE,50,HOMEM
JARDIM COLINA,Outros,SABADO,NOITE,25,MULHER
ITAQUERA,Xiaomi,TERCA,TARDE,70,HOMEM
JARDIM COLOMBO,Samsung,DOMINGO,NOITE,38,HOMEM
PINHEIROS,Apple,QUINTA,NOITE,16,HOMEM
REPUBLICA,Samsung,SEGUNDA,MANHA,53,MULHER
GRAJAU,Xiaomi,QUINTA,MANHA,58,HOMEM
VILA NHOCUNE,Samsung,SABADO,TARDE,28,MULHER
GRAJAU,Samsung,SABADO,TARDE,52,MULHER
LAPA,Apple,QUINTA,NOITE,34,HOMEM
JARDIM SAPOPEMBA,Xiaomi,QUINTA,MANHA,20,HOMEM
PARQUE CASA DE PEDRA,Samsung,SEGUNDA,MANHA,33,MULHER
PARELHEIROS,Samsung,QUINTA,MANHA,25,MULHER
ALTO DE PINHEIROS,Motorola,TERCA,NOITE,21,MULHER
AGUA RASA,Samsung,TERCA,TARDE,34,MULHER
LIBERDADE,Apple,QUINTA,MANHA,15,MULHER
MOOCA,Samsung,QUARTA,TARDE,49,MULHER
REPUBLICA,Samsung,SEXTA,NOITE,38,HOMEM
VILA CORDEIRO,Apple,DOMINGO,TARDE,30,HOMEM
PIRITUBA,Samsung,SABADO,NOITE,19,HOMEM
CAMPO GRANDE,Asus,SEXTA,MADRUGADA,26,MULHER
ARICANDUVA,Samsung,QUINTA,MANHA,25,MULHER
LAPA,Motorola,SEXTA,NOITE,55,HOMEM
JARDIM PAULISTA,Apple,SABADO,MADRUGADA,47,MULHER
ITAIM BIBI,Samsung,QUARTA,MADRUGADA,33,MULHER
SANTA CECILIA,Samsung,TERCA,MANHA,25,MULHER
LIBERDADE,Apple,QUARTA,TARDE,80,HOMEM
SE,Apple,QUINTA,NOITE,58,HOMEM
CAMPO LIMPO,Motorola,DOMINGO,MANHA,29,MULHER
SANTA CECILIA,Motorola,TERCA,NOITE,29,HOMEM
BARRA FUNDA,Xiaomi,SEGUNDA,MADRUGADA,48,HOMEM
LAJEADO,Motorola,QUARTA,NOITE,29,MULHER
ITAIM BIBI,Outros,QUARTA,TARDE,33,HOMEM
LAPA,Samsung,SEXTA,NOITE,38,MULHER
INDIANOPOLIS,Apple,QUARTA,NOITE,49,MULHER
LIBERDADE,Apple,TERCA,TARDE,51,HOMEM
BRASILANDIA,Outros,SABADO,MADRUGADA,25,HOMEM
VILA LEOPOLDINA,LG,QUINTA,MANHA,27,MULHER
AMERICANOPOLIS,Apple,SABADO,NOITE,16,MULHER
CIDADE LIDER,Xiaomi,TERCA,NOITE,15,HOMEM
LIBERDADE,Samsung,SEGUNDA,NOITE,44,MULHER
ITAQUERA,Samsung,QUINTA,NOITE,23,MULHER
REPUBLICA,LG,QUARTA,MANHA,63,HOMEM
TRES CRUZES,Samsung,SEXTA,TARDE,27,HOMEM
ITAIM PAULISTA,Samsung,TERCA,MADRUGADA,28,MULHER
IGUATEMI,Samsung,QUINTA,NOITE,56,HOMEM
ITAIM BIBI,Apple,QUARTA,NOITE,51,HOMEM
CONJUNTO HABITACIONAL TURISTICA,Samsung,SEXTA,NOITE,52,MULHER
CIDADE MONCOES,Motorola,SEGUNDA,MANHA,30,MULHER
SAO LUCAS,Apple,SEXTA,TARDE,21,MULHER
SACOMA,Motorola,SABADO,TARDE,58,HOMEM
VILA GUILHERME,Xiaomi,SEGUNDA,NOITE,26,MULHER
ITAQUERA,Xiaomi,SEXTA,MANHA,65,MULHER
VILA LEOPOLDINA,Motorola,TERCA,MADRUGADA,20,HOMEM
MOEMA,Apple,QUINTA,MANHA,33,HOMEM
CAPAO REDONDO,Motorola,QUARTA,NOITE,61,HOMEM
GLEBA DO PESSEGO,Motorola,QUINTA,MADRUGADA,18,HOMEM
CIDADE ADEMAR,Xiaomi,TERCA,NOITE,57,HOMEM
SANTA CECILIA,Samsung,DOMINGO,MANHA,37,HOMEM
JABAQUARA,LG,SABADO,NOITE,36,MULHER
SANTO AMARO,Outros,SABADO,TARDE,46,MULHER
PARQUE GUAIANAZES,Apple,SEGUNDA,NOITE,18,MULHER
JARDIM MONTE KEMEL,Motorola,QUARTA,MANHA,19,HOMEM
SANTANA,Apple,QUARTA,MANHA,57,HOMEM
VILA CURUCA,Apple,DOMINGO,MANHA,21,MULHER
VILA FORMOSA,Samsung,SEXTA,NOITE,27,HOMEM
SACOMA,Samsung,SABADO,MADRUGADA,32,MULHER
CURSINO,Motorola,DOMINGO,TARDE,19,HOMEM
CANGAIBA,Motorola,QUINTA,MANHA,51,MULHER
ALTO DA LAPA,Motorola,SEXTA,TARDE,58,MULHER
SE,Motorola,TERCA,MANHA,53,MULHER
BRAS,Samsung,DOMINGO,MADRUGADA,20,MULHER
JARDIM MORUMBI,Samsung,SEXTA,NOITE,36,MULHER
VILA NOVA CONCEICAO,Outros,SEGUNDA,NOITE,30,MULHER
CIDADE DUTRA,Samsung,QUINTA,MADRUGADA,40,MULHER
BOM RETIRO,Samsung,QUARTA,TARDE,16,HOMEM
VILA SONIA,Samsung,SEXTA,MADRUGADA,30,MULHER
JD SAO LUIS,Samsung,TERCA,MANHA,55,HOMEM
CIDADE LIDER,Apple,QUARTA,TARDE,64,MULHER
GRAJAU,Outros,SABADO,TARDE,30,HOMEM
VILA MEDEIROS,Samsung,SEGUNDA,MANHA,19,HOMEM
